"station"	"date"	"layer"	"chla..Data.values"	"chla..Data.value2"	"chla.remark.codes"	"chla.value.codes"	"chla.reporting.level"	"chla.reporting.method"	"chla.reporting.units"	"chla.analyte.method"	"chla.analyte.name"	"chla.unique.code"
"TF2.2"	1987-07-20	"B"	 21.2300000	 21.2300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-20	"S"	 17.7600000	 17.7600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-03	"B"	 49.0400000	 49.0400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-03	"S"	 62.2000000	 62.2000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-17	"B"	 20.9300000	 20.9300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-17	"S"	 46.9500000	 46.9500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-01	"B"	 37.9400000	 37.9400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-01	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-14	"B"	  5.6100000	  5.6100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-14	"S"	  9.4200000	  9.4200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-05	"B"	  4.1900000	  4.1900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-05	"S"	  2.9900000	  2.9900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-19	"B"	  3.7400000	  3.7400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-19	"S"	  3.8600000	  3.8600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-11-16	"B"	  1.0000000	  1.0000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-11-16	"S"	  0.6000000	  0.6000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-12-14	"B"	  1.2000000	  1.2000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-12-14	"S"	  0.9300000	  0.9300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-02-22	"B"	  2.0900000	  2.0900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-02-22	"S"	  2.2400000	  2.2400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-03-28	"B"	  6.5800000	  6.5800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-03-28	"S"	  6.2800000	  6.2800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-11	"B"	  3.8900000	  3.8900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-11	"S"	  3.8900000	  3.8900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-25	"B"	  8.3700000	  8.3700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-25	"S"	  6.1100000	  6.1100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-09	"B"	  4.4900000	  4.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-09	"S"	  4.9800000	  4.9800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-23	"S"	  1.0000000	  1.0000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-06	"B"	  3.5900000	  3.5900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-06	"S"	  3.5900000	  3.5900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-20	"B"	  5.6800000	  5.6800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-20	"S"	  8.9700000	  8.9700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-05	"B"	 47.3500000	 47.3500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-05	"S"	 40.6700000	 40.6700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-13	"B"	  8.9700000	  8.9700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-13	"S"	  5.9800000	  5.9800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-18	"B"	 18.2400000	 18.2400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-18	"S"	 19.1400000	 19.1400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-01	"B"	 29.0100000	 29.0100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-01	"S"	  9.2700000	  9.2700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-08	"B"	 17.9400000	 17.9400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-08	"S"	 20.3300000	 20.3300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-22	"B"	 27.8100000	 27.8100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-22	"S"	 29.9000000	 29.9000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-06	"B"	 14.3100000	 14.3100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-06	"S"	 14.7400000	 14.7400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-19	"B"	 10.4700000	 10.4700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-19	"S"	 20.0400000	 20.0400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-03	"B"	  3.2900000	  3.2900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-03	"S"	  6.1300000	  6.1300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-17	"B"	  8.0700000	  8.0700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-17	"S"	  7.3300000	  7.3300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-11-14	"B"	  2.5600000	  2.5600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-11-14	"S"	  2.9900000	  2.9900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-12-05	"B"	  2.0900000	  2.0900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-12-05	"S"	  1.5000000	  1.5000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-01-17	"B"	  3.5900000	  3.5900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-01-17	"S"	  3.5900000	  3.5900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-02-13	"B"	  8.6700000	  8.6700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-02-13	"S"	  7.1800000	  7.1800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-03-20	"B"	  5.3800000	  5.3800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-03-20	"S"	  4.4900000	  4.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-03	"B"	  2.4900000	  2.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-03	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-17	"B"	  5.0800000	  5.0800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-17	"S"	  4.1900000	  4.1900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-02	"B"	  6.8800000	  6.8800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-02	"S"	  6.8400000	  6.8400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-15	"B"	  2.0900000	  2.0900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-15	"S"	  1.7900000	  1.7900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-12	"B"	 11.6600000	 11.6600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-12	"S"	 18.2400000	 18.2400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-26	"B"	  4.4900000	  4.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-26	"S"	 16.4500000	 16.4500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-10	"B"	 11.6600000	 11.6600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-10	"S"	 14.0500000	 14.0500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-24	"B"	  7.1800000	  7.1800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-24	"S"	 10.1700000	 10.1700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-14	"B"	  6.5800000	  6.5800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-14	"S"	 13.7600000	 13.7600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-28	"B"	  8.0700000	  8.0700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-28	"S"	  8.6700000	  8.6700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-11	"B"	  9.8700000	  9.8700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-11	"S"	 20.6300000	 20.6300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-25	"B"	  4.4900000	  4.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-25	"S"	  5.3800000	  5.3800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-10	"B"	  4.1900000	  4.1900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-10	"S"	  3.4400000	  3.4400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-23	"B"	  1.7900000	  1.7900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-23	"S"	  1.5000000	  1.5000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-11-13	"B"	  3.5900000	  3.5900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-11-13	"S"	  2.3900000	  2.3900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-12-11	"B"	  4.4900000	  4.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-12-11	"S"	  3.8900000	  3.8900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-01-17	"B"	  2.3900000	  2.3900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-01-17	"S"	  2.6900000	  2.6900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-02-05	"B"	  5.3800000	  5.3800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-02-05	"S"	  5.0800000	  5.0800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-05	"B"	  8.9700000	  8.9700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-05	"S"	  8.3700000	  8.3700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-19	"B"	 13.4600000	 13.4600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-19	"S"	 14.0500000	 14.0500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-02	"B"	 23.6200000	 23.6200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-02	"S"	 20.9300000	 20.9300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-16	"B"	  6.8800000	  6.8800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-16	"S"	  7.7800000	  7.7800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-14	"B"	  8.3700000	  8.3700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-14	"S"	  7.1800000	  7.1800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-30	"B"	  8.9700000	  8.9700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-30	"S"	 10.1700000	 10.1700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-11	"B"	 26.9100000	 26.9100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-11	"S"	 22.4300000	 22.4300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-25	"B"	 13.4600000	 13.4600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-25	"S"	 13.7600000	 13.7600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-16	"B"	 14.3500000	 14.3500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-16	"S"	 17.0500000	 17.0500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-30	"B"	  8.9700000	  8.9700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-30	"S"	 11.6600000	 11.6600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-13	"B"	  8.9700000	  8.9700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-13	"S"	  6.5800000	  6.5800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-27	"B"	  4.4900000	  4.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-27	"S"	  4.7800000	  4.7800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-10	"B"	  4.9300000	  4.9300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-10	"S"	  4.7800000	  4.7800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-24	"B"	  2.5600000	  2.5600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-24	"S"	  3.4400000	  3.4400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-15	"B"	  4.9800000	  4.9800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-15	"S"	  4.7300000	  4.7300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-29	"B"	  1.5000000	  1.5000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-29	"S"	  0.9000000	  0.9000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-11-13	"B"	  2.4900000	  2.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-11-13	"S"	  1.5000000	  1.5000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-12-10	"B"	  3.4900000	  3.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-12-10	"S"	  3.2400000	  3.2400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-01-10	"B"	  2.7800000	  2.7800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-01-10	"S"	  1.2800000	  1.2800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-02-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-02-11	"S"	  1.2500000	  1.2500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-12	"B"	  3.9900000	  3.9900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-12	"S"	  3.4900000	  3.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-25	"B"	 43.3600000	 43.3600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-25	"S"	 15.8500000	 15.8500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-08	"S"	  2.4900000	  2.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-22	"B"	  3.2400000	  3.2400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-22	"S"	  3.7400000	  3.7400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-05-06	"B"	  5.2300000	  5.2300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-05-06	"S"	  4.7300000	  4.7300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-05-20	"B"	  8.2200000	  8.2200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-05-20	"S"	  9.2200000	  9.2200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-06-03	"B"	  5.7300000	  5.7300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-06-03	"S"	  6.2300000	  6.2300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-06-17	"B"	 15.5500000	 15.5500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-06-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-08	"B"	  4.7300000	  4.7300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-08	"S"	 17.1900000	 17.1900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-22	"B"	  9.2200000	  9.2200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-22	"S"	 13.7100000	 13.7100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-08-05	"B"	 19.4400000	 19.4400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-08-05	"S"	 15.9500000	 15.9500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-08-20	"B"	 12.9600000	 12.9600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-08-20	"S"	 15.7000000	 15.7000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-03	"B"	  7.7300000	  7.7300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-03	"S"	  9.7200000	  9.7200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-16	"B"	  4.2400000	  4.2400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-16	"S"	 10.7700000	 10.7700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-01	"B"	  5.4800000	  5.4800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-01	"S"	  8.4700000	  8.4700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-15	"B"	  7.2300000	  7.2300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-15	"S"	  6.1300000	  6.1300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-11-04	"B"	 18.5400000	 18.5400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-11-04	"S"	 10.1700000	 10.1700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-12-02	"B"	 15.7000000	 15.7000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-12-02	"S"	  2.7400000	  2.7400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-01-06	"B"	  4.4900000	  4.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-01-06	"S"	  1.5000000	  1.5000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-02-10	"B"	 12.2600000	 12.2600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-02-10	"S"	  9.5700000	  9.5700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-10	"B"	  0.5000000	  0.5000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-10	"S"	  1.2500000	  1.2500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-30	"B"	  1.5000000	  1.5000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-30	"S"	  3.3600000	  3.3600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-13	"B"	  4.7300000	  4.7300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-13	"S"	  3.2400000	  3.2400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-27	"B"	  1.9900000	  1.9900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-27	"S"	  2.4900000	  2.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-11	"B"	  4.7300000	  4.7300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-11	"S"	  2.0900000	  2.0900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-26	"B"	  7.7300000	  7.7300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-26	"S"	  3.7400000	  3.7400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-08	"B"	  2.7400000	  2.7400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-08	"S"	  4.2400000	  4.2400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-23	"B"	  4.2400000	  4.2400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-23	"S"	  4.2400000	  4.2400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-06	"B"	 11.9600000	 11.9600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-06	"S"	 12.4100000	 12.4100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-20	"B"	 20.0800000	 20.0800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-20	"S"	 20.0800000	 20.0800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-10	"B"	 21.6800000	 21.6800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-10	"S"	 16.4500000	 16.4500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-24	"B"	 16.2000000	 16.2000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-24	"S"	 17.9400000	 17.9400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-08	"B"	  9.9700000	  9.9700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-08	"S"	 10.7200000	 10.7200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-21	"B"	  8.4700000	  8.4700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-21	"S"	  7.4800000	  7.4800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-10-05	"B"	 11.4600000	 11.4600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-10-05	"S"	  8.9700000	  8.9700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-10-20	"B"	 14.2000000	 14.2000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-10-20	"S"	 16.7000000	 16.7000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-11-17	"B"	  6.7300000	  6.7300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-11-17	"S"	  8.2200000	  8.2200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-12-07	"B"	  2.2400000	  2.2400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-12-07	"S"	  2.7400000	  2.7400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-01-04	"B"	  0.7500000	  0.7500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-01-04	"S"	  1.2500000	  1.2500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-02-08	"B"	  3.7400000	  3.7400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-02-08	"S"	  1.9900000	  1.9900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-03-09	"B"	  8.9700000	  8.9700000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-03-09	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-04-12	"B"	  0.7500000	  0.7500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-04-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-05-10	"B"	 12.7100000	 12.7100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-05-10	"S"	  8.2200000	  8.2200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-05-24	"B"	  8.7200000	  8.7200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-05-24	"S"	 11.2100000	 11.2100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-06-14	"B"	  6.9800000	  6.9800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-06-14	"S"	  6.4800000	  6.4800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-06-28	"B"	 16.2000000	 16.2000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-06-28	"S"	 12.7100000	 12.7100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-07-12	"B"	 31.4000000	 31.4000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-07-12	"S"	 32.1500000	 32.1500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-07-26	"B"	 49.3400000	 49.3400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-07-26	"S"	 48.3400000	 48.3400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-08-09	"B"	  9.2200000	  9.2200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-08-09	"S"	 58.8100000	 58.8100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-08-23	"B"	 39.6200000	 39.6200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-08-23	"S"	 44.3600000	 44.3600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-09-13	"B"	 25.4200000	 25.4200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-09-13	"S"	 32.6500000	 32.6500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-09-27	"B"	 11.2100000	 11.2100000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-09-27	"S"	 10.2200000	 10.2200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-10-04	"B"	 10.2500000	 10.2500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-10-04	"S"	  9.8300000	  9.8300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-10-18	"B"	  5.7300000	  5.7300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-10-18	"S"	  5.7300000	  5.7300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-11-15	"B"	  7.4800000	  7.4800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-11-15	"S"	  5.4800000	  5.4800000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-12-06	"B"	  0.5000000	  0.5000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1993-12-06	"S"	  1.0000000	  1.0000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-01-03	"B"	  1.0000000	  1.0000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-01-03	"S"	  0.7500000	  0.7500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-03-07	"B"	  1.2000000	  1.2000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-03-07	"S"	  0.6000000	  0.6000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-03-21	"B"	  0.5000000	  0.5000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-03-21	"S"	  0.2500000	  0.2500000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-04-04	"B"	  1.0000000	  1.0000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-04-04	"S"	  1.0000000	  1.0000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-04-18	"B"	  2.7400000	  2.7400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-04-18	"S"	  3.7400000	  3.7400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-05-02	"B"	  3.4900000	  3.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-05-02	"S"	  3.4900000	  3.4900000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-05-24	"B"	 23.4200000	 23.4200000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-05-24	"S"	 20.4300000	 20.4300000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-06-13	"B"	 15.7000000	 15.7000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-06-13	"S"	 19.9400000	 19.9400000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-06-27	"B"	 43.3600000	 43.3600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-06-27	"S"	 44.8600000	 44.8600000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-07-11	"B"	 86.6000000	 86.6000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-07-11	"S"	 63.3000000	 63.3000000	" "	""	NA	""	""	""	""	""
"TF2.2"	1994-07-25	"B"	 71.0200000	 71.0200000	" "	""	NA	""	""	""	""	""
